"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Smoking TOO MUCH can cause a lot of health issues also. Fuck around and think you have the flu or stomach virus whe… https://t.co/GGPtTjP1QH",FALSE,0,NA,2019-03-02 16:47:38,TRUE,NA,"1101886792607899651",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PureeThickness",0,FALSE,FALSE,NA,NA
"2","@vijayrupanibjp Sir please respond our last post societies road works stop last 3 months.. May be dangerous dangue… https://t.co/yUNfk0NOCk",FALSE,0,"vijayrupanibjp",2019-03-02 16:47:36,TRUE,"1101523357823045632","1101886787104985090","627355202","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnkurMo02473850",0,FALSE,FALSE,NA,NA
"3","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:47:32,FALSE,NA,"1101886768645840896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sophh17xo",815,TRUE,FALSE,NA,NA
"4","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:47:22,FALSE,NA,"1101886728061759489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fwbarbie_",8243,TRUE,FALSE,NA,NA
"5","@AroundThe412 Jordan Played with the Flu",FALSE,0,"AroundThe412",2019-03-02 16:47:22,FALSE,"1101885974181601280","1101886727650717702","881742273620439040","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ryan2434",0,FALSE,FALSE,NA,NA
"6","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 16:47:22,FALSE,NA,"1101886727646400513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stamelia_11",2557,TRUE,FALSE,NA,NA
"7","RT @greenhousemd: Sick Visit for a kid with flu A today. No #fluvaccine.
Mom: He's got fever and cough and feels like he can't move. I didn…",FALSE,0,NA,2019-03-02 16:47:09,FALSE,NA,"1101886673183399937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BinaryTreez",64,TRUE,FALSE,NA,NA
"8","RT @NYTScience: Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government has decide…",FALSE,0,NA,2019-03-02 16:47:05,FALSE,NA,"1101886657631010818",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgePalapa1",5,TRUE,FALSE,NA,NA
"9","Definition of mixed emotions is canceling all the plans you didn’t want to do this weekend, but doing it because on… https://t.co/5sCwjlqDpG",FALSE,1,NA,2019-03-02 16:46:57,TRUE,NA,"1101886624248545281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","J_Dot_J",0,FALSE,FALSE,NA,NA
"10","2 days now I’ve had the onset of strep throat and a flu, I’m miserable and haven’t slept. My braces hurt, my face h… https://t.co/8ZNrEpVbgh",FALSE,0,NA,2019-03-02 16:46:57,TRUE,NA,"1101886621597626368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chinupfearsdown",0,FALSE,FALSE,NA,NA
"11","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:46:45,FALSE,NA,"1101886574000787457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taylordane__",8243,TRUE,FALSE,NA,NA
"12","flu vibes",FALSE,0,NA,2019-03-02 16:46:38,FALSE,NA,"1101886541159378944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heartfeltenergy",0,FALSE,FALSE,NA,NA
"13","RT @CHCTexas: It's not too late to get your #flushot, and with a more severe #flu strain spreading, now is the time to make it a priority.…",FALSE,0,NA,2019-03-02 16:46:33,FALSE,NA,"1101886522821918720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HealthyTexans",1,TRUE,FALSE,NA,NA
"14","@traciavalos So sorry you are sick - boo hiss - not fair. Please take care of yourself-my mom-in-law is in the hosp… https://t.co/gWOLiiyIuF",FALSE,1,"traciavalos",2019-03-02 16:46:28,TRUE,"1101873325758795777","1101886499510018049","15679178","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Texastine",0,FALSE,FALSE,NA,NA
"15","Its-A Me, Steckperlen-Mario!⭐️🍄🍂 #SuperMario #NES https://t.co/Ohx5gUMdg3",FALSE,0,NA,2019-03-02 16:46:21,FALSE,NA,"1101886473433989122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__FLU__",0,FALSE,FALSE,NA,NA
"16","RT @O_Rich_: I am not able to attend today’s #GiletsJaunes protest as I have the flu, but I will be keeping an eye on it. However, I will o…",FALSE,0,NA,2019-03-02 16:46:20,FALSE,NA,"1101886468920958977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnMac40905019",4,TRUE,FALSE,NA,NA
"17","@jaydestro Sad thing is that I no longer have the flu. I’m now dealing with a secondary lung infection. 😭",FALSE,0,"jaydestro",2019-03-02 16:46:14,FALSE,"1101886192499523584","1101886441783808004","15664858","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microwavables",0,FALSE,FALSE,NA,NA
"18","Hhhhhh.  So they just not ok

Its as u hung out with me and ill have flu. '

But its from in",FALSE,0,NA,2019-03-02 16:46:11,FALSE,NA,"1101886429708406786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","m90226575",0,FALSE,FALSE,NA,NA
"19","@OmBruBANS @46_Fadilah Keto flu emang ga enak sih menurut testimoni macem-macem orang. Mending coba diet lain hahaha",FALSE,1,"OmBruBANS",2019-03-02 16:46:01,FALSE,"1101882207163973632","1101886387735879681","2912464614","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","edrickojn",0,FALSE,FALSE,NA,NA
"20","RT @GrProject43X: I saw a lady at the bar.alone, older, attractive. I thought maybe I ought to start a conversation with her, you know, see…",FALSE,0,NA,2019-03-02 16:46:01,FALSE,NA,"1101886385466662912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SlapDashSat",0,TRUE,FALSE,NA,NA
"21","RT @NYTScience: Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government has decide…",FALSE,0,NA,2019-03-02 16:45:56,FALSE,NA,"1101886365824942080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Leila1H",5,TRUE,FALSE,NA,NA
"22","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:45:55,FALSE,NA,"1101886363136348162",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ingridlourenzo",815,TRUE,FALSE,NA,NA
"23","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:45:51,FALSE,NA,"1101886346656911366",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theyluvluu",8243,TRUE,FALSE,NA,NA
"24","@ShHussnain5056 Sachi effective ha flu cough liye khud pi chuki hn 😋",FALSE,0,"ShHussnain5056",2019-03-02 16:45:48,FALSE,"1101886017320222725","1101886332182380544","912914562265042946","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsCheema_",0,FALSE,FALSE,NA,NA
"25","@JaneDoe42837258 @ay_lenaa @baris78coskun @maviii05 @EhLikeyF1903__ @ATATRKYEMM2 @hersey_flu @kainatanot… https://t.co/Oxd734RE8Q",FALSE,0,"JaneDoe42837258",2019-03-02 16:45:44,TRUE,"1101872778247065600","1101886318009896961","954633290006265856","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arse_1881",0,FALSE,FALSE,NA,NA
"26","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:45:43,FALSE,NA,"1101886313278525442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","monsoon_0913",815,TRUE,FALSE,NA,NA
"27","RT @NYTScience: Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government has decide…",FALSE,0,NA,2019-03-02 16:45:38,FALSE,NA,"1101886291204022272",NA,"<a href=""https://www.seiberlich-ka.de/photo"" rel=""nofollow"">DontRetweet_nytscience</a>","dore_nytscience",5,TRUE,FALSE,NA,NA
"28","RT @HarmonyMindBody: Meditation Music For Relief Of Sinus Congestion &amp; Head Cold
Powerful Delta Brainwaves Music Therapy

#Brainwaves #sinu…",FALSE,0,NA,2019-03-02 16:45:32,FALSE,NA,"1101886267317538818",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HarmonyMindBody",32,TRUE,FALSE,NA,NA
"29","RT @NYTScience: Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government has decide…",FALSE,0,NA,2019-03-02 16:45:26,FALSE,NA,"1101886238674554880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Marianhouk",5,TRUE,FALSE,NA,NA
"30","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:45:25,FALSE,NA,"1101886237177188352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_deaveon99",8243,TRUE,FALSE,NA,NA
"31","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:45:19,FALSE,NA,"1101886212690796544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","funsizesachy",8243,TRUE,FALSE,NA,NA
"32","@Microwavables Flu sucks. Sorry!",FALSE,1,"Microwavables",2019-03-02 16:45:15,FALSE,"1101886082893967361","1101886192499523584","122571966","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaydestro",0,FALSE,FALSE,NA,NA
"33","PLEASE PRAY for my husband. He is down with the Asian Flu in Myanmar/Burma. #missions https://t.co/ioKbPKtQ6s",FALSE,0,NA,2019-03-02 16:45:14,FALSE,NA,"1101886192314974208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samanthajeffcoa",0,FALSE,FALSE,NA,NA
"34","How are colds diagnosed? https://t.co/ArtDFWVUbY",FALSE,0,NA,2019-03-02 16:45:10,FALSE,NA,"1101886174392713216",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","FreeRxSaver",0,FALSE,FALSE,NA,NA
"35","@PeterOteca @Vandelay1776 @LarryLjbrn Did you know ppl who get the flu shot have a 66% chance of getting respirator… https://t.co/0lwlP7njTm",FALSE,0,"PeterOteca",2019-03-02 16:45:08,TRUE,"1101884909986238471","1101886166712885250","185031265","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wakeupwithlinda",0,FALSE,FALSE,NA,NA
"36","Aqui é MARAFLU https://t.co/k290c8YaxT",FALSE,0,NA,2019-03-02 16:45:07,FALSE,NA,"1101886159565791233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MARA_FLU",0,FALSE,FALSE,NA,NA
"37","I literally slept through the Blake Shelton concert last night and if I wasn't sleeping I was throwing up. Thank you the flu! Also",FALSE,0,NA,2019-03-02 16:45:04,FALSE,NA,"1101886150317350914",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laurcecilia90",0,FALSE,FALSE,NA,NA
"38","RT @SE_Mamelund: Please circulate this opportunity to study #1918Flu or other flu pandemics in you networks
@NancyKBristow1 @ChristoPhraser…",FALSE,0,NA,2019-03-02 16:45:04,FALSE,NA,"1101886149352579072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XimenaEpi",2,TRUE,FALSE,NA,NA
"39","tissues medicine 
coughing sneezing body aches
three girls with the flu 

#flu #haiku",FALSE,0,NA,2019-03-02 16:45:04,FALSE,NA,"1101886148207616000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7CourtneyNicole",0,FALSE,FALSE,NA,NA
"40","RT @_ayrtonnn: Not been out of bed much this week due to a migraine and the flu so my animals haven't had any special treats. So I decided…",FALSE,0,NA,2019-03-02 16:44:59,FALSE,NA,"1101886125415763968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rev0lvingDoor",8,TRUE,FALSE,NA,NA
"41","@Dilegin_hobiler @flu_84 @only__justice @Yademsi @olalalallal 😂😂 maşallah.musmutlu nice 41 lere inşallah",FALSE,1,"Dilegin_hobiler",2019-03-02 16:44:54,FALSE,"1101885070271565825","1101886107002814464","809825684432502784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","portaroca74",0,FALSE,FALSE,NA,NA
"42","@ryan_dauphinee Oh you poor guy!
Is it a cold or is it the flu? 😷 🤒 🤧 https://t.co/Mx6eZogIBk",FALSE,0,"ryan_dauphinee",2019-03-02 16:44:53,FALSE,"1101884609707405312","1101886102678528001","969677128756113408","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jenny2Hugs",0,FALSE,FALSE,NA,NA
"43","I never knew allergies could make you feel like the flu man himself personally spat in your mouth.",FALSE,0,NA,2019-03-02 16:44:52,FALSE,NA,"1101886100036116480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Roongytoongy",0,FALSE,FALSE,NA,NA
"44","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:44:49,FALSE,NA,"1101886085209182208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ijann__",8243,TRUE,FALSE,NA,NA
"45","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:44:49,FALSE,NA,"1101886084965912576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kathyyazmin",8243,TRUE,FALSE,NA,NA
"46","Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government ha… https://t.co/FD5g0Qr0dp",FALSE,3,NA,2019-03-02 16:44:47,TRUE,NA,"1101886076845768704",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NYTScience",5,FALSE,FALSE,NA,NA
"47","RT @museuflu: Ainda bem que hoje não tem Romarinho pra entrar na sul-americana! 👀👀👀 (Flu 3 x 3 Fla) https://t.co/XtzLO1vWD4",FALSE,0,NA,2019-03-02 16:44:46,FALSE,NA,"1101886073062465536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bolinho_Ca",5,TRUE,FALSE,NA,NA
"48","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:44:45,FALSE,NA,"1101886070499635200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shania_Zordani",8243,TRUE,FALSE,NA,NA
"49","kalian yang hawa-hawanya nggak enak badan, nggreges, atau radang atau flu,
cepat sembuh ya! semoga cepat fit kembali~",FALSE,0,NA,2019-03-02 16:44:43,FALSE,NA,"1101886061658103808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ainuzzahrohs",0,FALSE,FALSE,NA,NA
"50","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:44:41,FALSE,NA,"1101886050308444161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sythegreatest",8243,TRUE,FALSE,NA,NA
"51","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:44:37,FALSE,NA,"1101886036110688256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XRachwX",815,TRUE,FALSE,NA,NA
"52","Hora da verdade para a #Cubango; A escola de #Niterói é a última a desfilar neste sábado de carnaval… https://t.co/XgO4eLuD0z",FALSE,0,NA,2019-03-02 16:44:37,TRUE,NA,"1101886034797834240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","saogoncalo_RJ",0,FALSE,FALSE,NA,NA
"53","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:44:35,FALSE,NA,"1101886024722989056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heartofmarais",815,TRUE,FALSE,NA,NA
"54","@baris78coskun @arse_1881 @maviii05 @EhLikeyF1903__ @JaneDoe42837258 @ATATRKYEMM2 @hersey_flu @kainatanot… https://t.co/1y95q4nI5P",FALSE,1,"baris78coskun",2019-03-02 16:44:34,TRUE,"1101875118366707713","1101886023511035906","3397963859","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ay_lenaa",0,FALSE,FALSE,NA,NA
"55","RT @classmonitorUG: My crush just told me I sound sexy when I have flu😂I'm not buying medicine, let me stay with my flu to make her happy😆😆",FALSE,0,NA,2019-03-02 16:44:27,FALSE,NA,"1101885993312047105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AngelaKisakye",80,TRUE,FALSE,NA,NA
"56","RT @beCOsafe: Simple tips for kids:  
- 'If you ever see the car running in the garage, tell someone!' 
- 'Never stand near the back of an…",FALSE,0,NA,2019-03-02 16:44:17,FALSE,NA,"1101885951075381249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SPEC_Sensors",2,TRUE,FALSE,NA,NA
"57","RT @SE_Mamelund: Please circulate this opportunity to study #1918Flu or other flu pandemics in you networks
@NancyKBristow1 @ChristoPhraser…",FALSE,0,NA,2019-03-02 16:44:15,FALSE,NA,"1101885944183975936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prof_goldberg",2,TRUE,FALSE,NA,NA
"58","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:44:13,FALSE,NA,"1101885932838502400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lovely_Aignee",8243,TRUE,FALSE,NA,NA
"59","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:44:11,FALSE,NA,"1101885925213261825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EnolaZapata",8243,TRUE,FALSE,NA,NA
"60","RT @VinciusCoelho79: 🇮🇹Fluminense 1 x 1 Resende, pela 2° jogo da taça Rio. Gol de empate Yoni González 👍🏼.
#batepapofluminenserj  #VamosFlu…",FALSE,0,NA,2019-03-02 16:44:04,FALSE,NA,"1101885897899995136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ambberwanger",1,TRUE,FALSE,NA,NA
"61","Please circulate this opportunity to study #1918Flu or other flu pandemics in you networks
@NancyKBristow1… https://t.co/5lg0FwzHhS",FALSE,0,NA,2019-03-02 16:43:54,TRUE,NA,"1101885853507428354",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SE_Mamelund",2,FALSE,FALSE,NA,NA
"62","RT @KusumiEiji: 季節性インフルエンザワクチンは流産を増加させない。

https://t.co/99yg5YpRaY

妊娠後期はインフルエンザが重症化しやすいため、ワクチン接種が推奨されています。安全性を裏付けるフォローアップデータとなりました。

「妊婦がイ…",FALSE,0,NA,2019-03-02 16:43:50,FALSE,NA,"1101885836172255232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","g_oahead",47,TRUE,FALSE,NA,NA
"63","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:43:49,FALSE,NA,"1101885834024964097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_bradleyxtable",815,TRUE,FALSE,NA,NA
"64","RT @4labourJackie: Campaigning in Folkestone, Cheriton areas today ... unfortunately I still have rotten flu but went along to support. Rea…",FALSE,0,NA,2019-03-02 16:43:47,FALSE,NA,"1101885824268939265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LabourTeam",2,TRUE,FALSE,NA,NA
"65","@kainatanot @baris78coskun @arse_1881 @maviii05 @EhLikeyF1903__ @JaneDoe42837258 @ATATRKYEMM2 @hersey_flu @Deniz_Devrim35 💞⚘🌷",FALSE,1,"kainatanot",2019-03-02 16:43:41,FALSE,"1101872466031493120","1101885798255857666","97330462","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ay_lenaa",0,FALSE,FALSE,NA,NA
"66","Dealing with multiple small #influenza outbreaks in hospital/LTCF when widespread flu in community. 

Despite empha… https://t.co/O9oNmkPDxz",FALSE,0,NA,2019-03-02 16:43:40,TRUE,NA,"1101885795395403777",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dr_dmorgan",0,FALSE,FALSE,NA,NA
"67","RT @Fla_Pol: .@FloridaTaxWatch backs point-of-care flu testing
Via @JacobOgles
cc: @JeffreyBrandes @CoachP_CHS https://t.co/omOeVMAFfh #Fla…",FALSE,0,NA,2019-03-02 16:43:39,FALSE,NA,"1101885792442597378",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoachP_CHS",1,TRUE,FALSE,NA,NA
"68","The boy came down with the flu so guess who’s not going to be attending parades this weekend 🙃@celestewhite 
Some l… https://t.co/WP7ljyLqu2",FALSE,0,NA,2019-03-02 16:43:34,TRUE,NA,"1101885770355363840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaeCSand",0,FALSE,FALSE,NA,NA
"69","flu is very annoying when it comes to sleep",FALSE,0,NA,2019-03-02 16:43:34,FALSE,NA,"1101885769059201026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","safinaAsikin",0,FALSE,FALSE,NA,NA
"70","@aquaTpants SI is a righteous bitch. The concept that people live with compulsive thoughts (also hi, OCD/PTSD is a… https://t.co/UC1EcsrjHT",FALSE,1,"aquaTpants",2019-03-02 16:43:31,TRUE,"1101875308049952769","1101885757470490624","289137599","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KalienaVA",0,FALSE,FALSE,NA,NA
"71","@JaneDoe42837258 @baris78coskun @arse_1881 @maviii05 @EhLikeyF1903__ @ATATRKYEMM2 @hersey_flu @kainatanot… https://t.co/qUjwf7Hbbl",FALSE,1,"JaneDoe42837258",2019-03-02 16:43:28,TRUE,"1101872778247065600","1101885744455536642","954633290006265856","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ay_lenaa",0,FALSE,FALSE,NA,NA
"72","Sossego pede mais tolerância; Escola de Niterói encerrou a noite de desfiles pela Série A https://t.co/HyeYECZKKo https://t.co/dDefjvqOdI",FALSE,0,NA,2019-03-02 16:43:24,FALSE,NA,"1101885730085916673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","saogoncalo_RJ",0,FALSE,FALSE,NA,NA
"73","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:43:16,FALSE,NA,"1101885697424789505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hkblazee",8243,TRUE,FALSE,NA,NA
"74","@Aleksandrit_t @hersey_flu Kaldi mi rakı içecek biri.",FALSE,0,"Aleksandrit_t",2019-03-02 16:43:05,FALSE,"1101851108694261760","1101885650310189056","737039932540211200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","is_oo",0,FALSE,FALSE,NA,NA
"75","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:43:03,FALSE,NA,"1101885642726871040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThekidAnna",8243,TRUE,FALSE,NA,NA
"76","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:43:02,FALSE,NA,"1101885636187811840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lahooliannna",8243,TRUE,FALSE,NA,NA
"77","Ampun deh kalo udah kena flu. Hidung mampet. Mana lobang hidungnya kecil banget. Ga bisa napas jadinya 😫",FALSE,0,NA,2019-03-02 16:42:58,FALSE,NA,"1101885620899635200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rahmfath",0,FALSE,FALSE,NA,NA
"78","No. I don’t wanna leave home with this fever, flu and sore throat 🤒",FALSE,0,NA,2019-03-02 16:42:56,FALSE,NA,"1101885612947202053",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xxsrivxx",0,FALSE,FALSE,NA,NA
"79","RT @ffc_thai: Pessoal ffc, vocês também tem a mania de achar que uma camisa da azar? Ex: toda vez que uso minha camisa grená o flu perde e…",FALSE,0,NA,2019-03-02 16:42:55,FALSE,NA,"1101885608547532800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rcchmarii_",27,TRUE,FALSE,NA,NA
"80","@flu_84 @only__justice @portaroca74 @Yademsi @olalalallal Amin inşallah",FALSE,1,"flu_84",2019-03-02 16:42:46,FALSE,"1101885346588041217","1101885568118603777","968157098","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dilegin_hobiler",0,FALSE,FALSE,NA,NA
"81","@PVC @UOLEsporte @UOL Comparar com flu eh sacanagem",FALSE,0,"PVC",2019-03-02 16:42:44,FALSE,"1101846556121153544","1101885560149471236","55583641","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","giufiorettiSEP",0,FALSE,FALSE,NA,NA
"82","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:42:32,FALSE,NA,"1101885511206162433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mariitzs",8243,TRUE,FALSE,NA,NA
